21.364, -3.467
21.816, -3.393
22.278, -3.324
22.749, -3.254
23.230, -3.202
23.722, -3.150
24.224, -3.097
24.736, -3.045
25.260, -2.989
25.794, -2.932
26.340, -2.923
26.897, -2.880
27.466, -2.867
28.048, -2.888
28.641, -2.923
29.247, -2.928
29.866, -2.936
30.498, -2.989
31.143, -2.989
31.802, -2.989
32.475, -2.967
33.162, -2.897
33.864, -2.780
34.580, -2.640
35.312, -2.506
36.059, -2.401
36.822, -2.323
37.601, -2.319
38.396, -2.323
39.209, -2.384
40.038, -2.449
40.886, -2.519
41.751, -2.588
42.634, -2.654
43.536, -2.719
44.457, -2.767
45.398, -2.806
46.358, -2.780
47.339, -2.688
48.341, -2.510
49.419, -2.269
50.458, -1.984
51.423, -1.699
52.564, -1.361
53.676, -1.148
54.812, -1.026
55.971, -0.992
57.156, -1.052
58.365, -1.139
59.600, -1.244
60.861, -1.322
62.149, -1.383
63.464, -1.405
64.806, -1.405
66.178, -1.392
67.578, -1.348
69.008, -1.348
70.468, -1.392
71.959, -1.405
73.481, -1.444
75.036, -1.470
76.624, -1.527
78.245, -1.557
79.900, -1.588
81.591, -1.635
83.317, -1.648
85.080, -1.692
86.880, -1.709
88.718, -1.736
90.595, -1.770
92.512, -1.770
94.470, -1.801
96.469, -1.831
98.510, -1.831
100.594, -1.831
102.722, -1.831
104.896, -1.849
107.115, -1.883
109.382, -1.892
111.696, -1.892
114.059, -1.892
116.472, -1.905
118.937, -1.949
121.453, -1.953
124.023, -1.953
126.647, -1.953
129.327, -1.953
132.063, -1.979
134.857, -2.005
137.711, -2.014
140.624, -2.014
143.600, -2.014
146.638, -2.014
149.741, -2.014
152.909, -2.014
156.144, -2.014
159.448, -2.014
162.822, -2.010
166.267, -1.984
169.784, -1.984
173.377, -1.953
177.045, -1.953
180.791, -1.953
184.616, -1.953
188.523, -1.901
192.511, -1.892
196.585, -1.866
200.744, -1.831
204.991, -1.831
209.329, -1.809
213.758, -1.770
218.280, -1.770
222.899, -1.770
227.615, -1.770
232.431, -1.731
237.349, -1.709
242.371, -1.705
247.499, -1.653
252.735, -1.644
258.083, -1.592
263.543, -1.566
269.119, -1.527
274.814, -1.470
280.628, -1.435
286.566, -1.392
292.629, -1.340
298.820, -1.279
305.143, -1.218
311.599, -1.152
318.192, -1.087
324.925, -1.022
331.799, -0.952
338.820, -0.883
345.989, -0.809
353.309, -0.735
360.784, -0.670
368.418, -0.613
376.213, -0.613
384.173, -0.613
392.302, -0.670
400.602, -0.713
409.078, -0.778
417.733, -0.844
426.572, -0.896
435.597, -0.957
444.814, -1.022
454.225, -1.113
463.836, -1.183
473.650, -1.222
483.672, -1.183
493.905, -1.100
504.355, -0.996
515.027, -0.896
525.924, -0.878
537.051, -0.992
548.414, -1.161
560.018, -1.279
571.867, -1.253
583.967, -1.079
596.322, -0.848
608.939, -0.617
621.823, -0.435
634.980, -0.261
648.415, -0.100
662.135, 0.048
676.144, 0.179
690.450, 0.262
705.059, 0.248
719.977, 0.188
735.210, 0.148
750.766, 0.231
766.651, 0.423
782.872, 0.636
799.436, 0.836
816.351, 0.962
833.623, 1.032
851.261, 1.101
869.272, 1.188
887.665, 1.314
906.446, 1.423
925.625, 1.454
945.210, 1.384
965.209, 1.336
985.631, 1.388
1006.485, 1.523
1027.780, 1.680
1049.526, 1.802
1071.733, 1.863
1094.409, 1.802
1117.564, 1.706
1141.210, 1.728
1165.356, 1.915
1190.013, 2.202
1215.192, 2.459
1240.903, 2.646
1267.158, 2.768
1293.969, 2.876
1321.347, 3.029
1349.305, 3.203
1377.854, 3.385
1407.007, 3.638
1436.776, 3.886
1467.176, 4.012
1498.219, 3.916
1529.919, 3.725
1562.289, 3.633
1595.344, 3.646
1629.099, 3.638
1663.568, 3.490
1697.242, 3.139
1730.722, 2.744
1762.955, 2.445
1784.412, 2.158
1817.706, 1.995
1858.248, 1.806
1897.566, 1.763
1937.715, 1.784
1978.714, 1.932
2018.315, 2.136
2063.332, 2.328
2106.988, 2.376
2151.568, 2.467
2197.092, 2.615
2243.578, 2.733
2291.049, 2.798
2339.523, 2.820
2389.023, 2.894
2439.571, 3.063
2491.188, 3.285
2544.743, 3.532
2597.722, 3.864
2652.685, 4.095
2708.811, 4.225
2766.125, 4.321
2824.651, 4.473
2884.416, 4.660
2945.445, 4.743
3007.765, 4.538
3046.700, 4.181
3097.404, 3.847
3145.785, 3.413
3192.124, 2.977
3231.619, 2.535
3270.515, 2.094
3309.880, 1.637
3347.492, 1.109
3368.557, 0.662
3400.191, 0.243
3435.239, -0.143
3481.376, -0.572
3525.621, -0.999
3577.556, -1.444
3630.255, -1.845
3705.525, -1.692
3745.454, -1.181
3779.214, -0.718
3815.814, -0.231
3858.791, 0.218
3891.535, 0.738
3925.144, 1.279
3962.005, 1.789
3984.287, 2.246
4024.210, 2.707
4108.946, 2.786
4177.328, 2.408
4244.886, 1.929
4332.343, 1.723
4425.662, 1.527
4490.668, 1.160
4556.818, 0.710
4613.197, 0.232
4668.722, -0.088
4767.504, -0.126
4868.376, -0.008
4977.582, 0.194
5070.245, 0.562
5153.061, 1.044
5228.968, 1.519
5298.944, 1.996
5343.376, 2.433
5389.524, 2.917
5438.103, 3.451
5490.403, 3.977
5538.649, 4.466
5588.572, 4.938
5674.429, 5.201
5773.346, 5.037
5821.030, 4.568
5858.146, 4.096
5898.019, 3.616
5926.932, 3.116
5966.459, 2.554
5979.858, 2.071
6018.437, 1.546
6050.324, 0.974
6100.803, 0.416
6145.573, -0.139
6200.709, -0.632
6261.280, -1.058
6353.248, -1.490
6448.977, -1.904
6543.702, -2.178
6684.654, -2.197
6826.089, -2.197
6970.517, -2.305
7110.908, -2.626
7268.606, -2.801
7422.397, -2.767
7573.776, -2.529
7677.555, -2.014
7747.530, -1.517
7812.493, -1.058
7882.912, -0.590
8012.001, -0.352
8135.428, -0.567
8186.281, -1.017
8238.479, -1.481
8291.010, -2.044
8340.757, -2.610
8359.488, -3.088
8407.550, -3.655
8458.839, -4.310
8509.593, -4.980
8594.003, -5.577
8723.496, -5.982
8851.997, -6.423
8904.740, -6.921
8988.364, -7.381
9072.773, -7.835
9209.096, -8.034
9344.751, -7.597
9400.820, -7.057
9460.055, -6.555
9510.808, -5.950
9571.054, -5.343
9631.682, -4.738
9732.720, -4.216
9881.340, -4.263
9925.067, -4.681
9980.353, -5.094
10040.236, -5.653
10074.615, -6.208
10130.734, -6.704
10181.363, -7.286
10243.474, -7.883
10317.272, -8.471
10417.536, -8.961
10623.820, -8.924
10871.701, -8.684
10999.264, -8.638
11075.796, -8.166
11156.653, -7.580
11215.204, -7.029
11271.253, -6.437
11347.106, -5.777
11418.294, -5.087
11486.804, -4.402
11555.726, -3.846
11628.926, -3.347
11729.845, -2.862
11839.999, -2.437
12028.891, -2.047
12268.102, -1.718
12540.171, -1.743
12741.820, -2.192
12831.059, -2.784
12869.495, -3.210
12913.563, -3.676
12946.713, -4.169
13024.394, -4.796
13068.993, -5.455
13108.142, -5.899
13147.408, -6.339
13186.791, -6.778
13250.334, -7.256
13327.844, -7.776
13500.368, -8.098
13768.842, -7.884
13989.087, -7.418
14176.295, -6.965
14337.390, -6.521
14461.815, -5.986
14548.587, -5.534
14646.828, -5.101
14794.328, -4.661
15035.223, -4.700
15080.262, -5.151
15125.436, -5.612
15170.745, -6.069
15216.190, -6.513
15250.363, -6.986
15322.758, -7.581
15359.904, -8.388
15387.823, -7.991
15422.382, -8.806
15437.766, -9.217
15457.018, -9.693
15498.352, -10.176
15553.637, -10.704
15617.348, -11.315
15684.055, -11.813
15800.594, -12.125
15962.100, -11.217
15985.990, -11.882
16020.560, -10.518
16047.204, -9.922
16110.356, -9.271
16154.222, -8.580
16197.768, -7.910
16251.149, -7.230
16308.697, -6.483
16348.657, -5.886
16409.897, -5.387
16446.750, -4.865
16496.018, -4.398
16545.432, -3.933
16624.804, -3.363
16754.596, -2.708
16895.505, -2.162
17124.453, -1.862
17382.480, -1.938
17415.936, -2.379
17490.513, -2.845
17578.549, -3.365
17618.027, -3.895
17657.594, -4.424
17717.847, -5.002
17784.426, -5.851
17808.761, -5.437
17837.701, -6.295
17891.134, -6.752
17950.480, -7.230
18044.686, -7.666
18189.190, -8.153
18426.480, -8.462
18704.126, -8.328
18760.155, -7.770
