20.516,6.399
21.42,6.416
22.364,6.372
23.349,6.354
24.378,6.328
25.453,6.328
26.574,6.257
27.745,6.239
28.968,6.168
30.245,6.132
31.577,6.061
32.969,5.981
34.422,5.91
35.939,5.822
37.523,5.733
39.176,5.635
40.903,5.511
42.705,5.404
44.587,5.289
46.552,5.147
48.603,5.023
50.745,4.89
52.981,4.783
55.316,4.668
57.754,4.526
60.299,4.41
62.956,4.251
65.731,4.109
68.627,3.967
71.651,3.789
74.809,3.594
78.106,3.416
81.548,3.203
85.141,2.973
88.893,2.742
92.811,2.493
96.901,2.271
101.171,2.156
105.629,2.209
110.284,2.405
115.144,2.591
120.218,2.689
125.516,2.689
131.047,2.609
136.822,2.476
142.852,2.334
149.147,2.174
155.72,2.014
162.582,1.863
169.747,1.748
177.227,1.65
185.037,1.544
193.191,1.455
201.705,1.366
210.594,1.277
219.874,1.206
229.564,1.135
239.68,1.047
250.242,0.958
261.27,0.878
272.784,0.798
284.805,0.727
297.355,0.647
310.459,0.576
324.141,0.523
338.425,0.461
353.339,0.416
368.909,0.372
385.167,0.301
402.14,0.283
419.862,0.221
438.364,0.203
457.682,0.177
477.851,0.159
498.909,0.203
516.422,0.159
548.561,-0.001
572.735,0.026
597.974,0.026
624.326,0.026
651.839,0.026
680.564,0.026
710.555,0.026
741.868,0.053
774.561,0.168
808.694,0.257
844.332,0.452
881.54,0.709
908.557,1.002
936.402,1.313
977.667,1.597
1016.359,2.001
1052.035,2.444
1088.963,2.899
1127.187,3.354
1166.754,3.798
1212.928,4.242
1266.38,4.677
1322.186,5.129
1380.453,5.493
1441.287,5.83
1504.801,6.168
1571.115,6.496
1640.351,6.842
1712.638,7.197
1788.111,7.588
1866.909,7.969
1949.18,8.413
2035.077,8.857
2124.759,9.301
2218.393,9.736
2316.153,10.2
2418.222,10.632
2524.788,11.032
2636.05,11.316
2752.216,11.529
2873.501,11.6
3000.131,11.573
3132.341,11.449
3270.377,11.227
3414.496,10.943
3564.966,10.606
3722.067,10.25
3886.092,9.869
4057.344,9.505
4236.144,9.15
4422.822,8.777
4617.727,8.404
4821.222,7.969
5012.023,7.504
5187.954,7.038
5365.43,6.47
5510.823,5.928
5672.722,5.396
5803.514,4.919
5904.492,4.508
6015.869,4.168
6111.75,3.787
6285.493,3.24
6353.624,2.777
6548.347,2.345
6691.078,1.86
6915.998,1.313
7200.043,0.758
7484.986,0.399
7814.835,0.203
8159.22,0.416
8445.623,0.736
8562.98,1.189
8742.079,1.635
8924.925,2.192
9193.164,2.777
9529.549,2.792
9653.638,2.4
9800.452,1.901
9949.498,1.091
10100.812,0.403
10166.362,-0.063
10210.299,-0.447
10316.524,-1.039
10410.376,-1.694
10477.936,-2.252
10568.699,-2.836
10678.652,-3.507
10808.377,-4.154
11066.21,-4.7
11323.681,-4.634
11464.067,-4.19
11570.497,-3.613
11925.105,-2.956
12343.697,-3.258
12612.746,-3.761
12999.296,-4.199
13591.674,-4.16
13927.909,-3.58
14170.248,-2.981
14441.694,-2.433
14922.859,-2.267
15182.509,-2.799
15314.024,-3.214
15446.678,-3.657
15546.921,-4.179
15681.593,-4.689
15817.43,-5.233
15954.445,-5.788
16127.383,-6.246
16267.082,-6.705
16407.991,-7.163
16550.121,-7.701
16765.628,-8.14
16910.856,-8.879
17205.097,-9.582
17279.453,-10.077
17519.561,-11.015
17732.39,-12.06
,
18040.925,-13.125
,
18354.829,-14.182
,
18674.194,-15.218
18754.9,-15.795
19081.226,-16.305
,
19497.129,-17.296
19751.01,-17.681
